03:13:43.547 >> responsesCount.size(): 0
03:13:43.550 NEW:0 >> Node UUID is: ebbc51e1-53fb-45eb-b13e-f469138eae28
03:13:43.550 NEW:0 >> Local address is: 169.254.193.255
03:13:43.593 FLW:1 >> S_NEW => S_FLW >> Timeout achieved
03:13:43.694 FLW:1 >> New node with UUID ef7fa2c9-544b-42ac-b6ab-6f092de3a025 and IP 169.254.193.255 was discovered
03:13:43.727 FLW:1 >> New node with UUID a5abb75c-1127-482d-8951-2ed8a25b0211 and IP 169.254.193.255 was discovered
03:13:43.996 FLW:1 >> New node with UUID 09f2524d-2429-44b4-8d8f-12ed7e671070 and IP 169.254.193.255 was discovered
03:13:44.005 FLW:1 >> New node with UUID 217825cb-55b4-4446-b4e9-23a9fc004d4f and IP 169.254.193.255 was discovered
03:37:02.817 LDR:3 >> New client messages in the queue to process. Poll it.
03:37:02.853 LDR:3 >> Message was added to the clientMessagesQueue
03:37:02.855 LDR:3 >> New client messages in the queue to process. Poll it.
03:37:02.891 LDR:3 >> Message was added to the clientMessagesQueue
03:37:02.892 LDR:3 >> New client messages in the queue to process. Poll it.
03:37:02.928 LDR:3 >> Message was added to the clientMessagesQueue
03:37:02.929 LDR:3 >> New client messages in the queue to process. Poll it.
03:37:02.966 LDR:3 >> Message was added to the clientMessagesQueue
03:37:02.967 LDR:3 >> New client messages in the queue to process. Poll it.
03:37:03.003 LDR:3 >> Message was added to the clientMessagesQueue
03:37:03.004 LDR:3 >> New client messages in the queue to process. Poll it.
03:37:03.042 LDR:3 >> Message was added to the clientMessagesQueue
03:37:03.043 LDR:3 >> New client messages in the queue to process. Poll it.
03:37:03.079 LDR:3 >> Message was added to the clientMessagesQueue
03:37:03.079 LDR:3 >> New client messages in the queue to process. Poll it.
03:37:03.115 LDR:3 >> Message was added to the clientMessagesQueue
03:37:03.115 LDR:3 >> New client messages in the queue to process. Poll it.
03:37:03.154 LDR:3 >> Message was added to the clientMessagesQueue
03:37:03.154 LDR:3 >> New client messages in the queue to process. Poll it.
03:37:03.191 LDR:3 >> Message was added to the clientMessagesQueue
03:37:03.192 LDR:3 >> New client messages in the queue to process. Poll it.
03:37:03.228 LDR:3 >> Message was added to the clientMessagesQueue
03:37:03.229 LDR:3 >> New client messages in the queue to process. Poll it.
03:37:03.265 LDR:3 >> Message was added to the clientMessagesQueue
03:37:03.266 LDR:3 >> New client messages in the queue to process. Poll it.
03:37:03.303 LDR:3 >> Message was added to the clientMessagesQueue
03:37:03.304 LDR:3 >> New client messages in the queue to process. Poll it.
03:37:03.340 LDR:3 >> Message was added to the clientMessagesQueue
03:37:03.341 LDR:3 >> New client messages in the queue to process. Poll it.
03:37:03.377 LDR:3 >> Message was added to the clientMessagesQueue
03:37:03.378 LDR:3 >> New client messages in the queue to process. Poll it.
03:37:03.414 LDR:3 >> Message was added to the clientMessagesQueue
03:37:03.414 LDR:3 >> New client messages in the queue to process. Poll it.
03:37:03.451 LDR:3 >> Message was added to the clientMessagesQueue
03:37:03.452 LDR:3 >> New client messages in the queue to process. Poll it.
03:37:03.489 LDR:3 >> Message was added to the clientMessagesQueue
03:37:03.490 LDR:3 >> New client messages in the queue to process. Poll it.
03:37:03.526 LDR:3 >> Message was added to the clientMessagesQueue
03:37:03.527 LDR:3 >> New client messages in the queue to process. Poll it.
03:37:23.125 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:23.227 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:23.329 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:23.432 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:23.534 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:23.635 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:23.738 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:23.841 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:23.944 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:24.047 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:24.150 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:24.253 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:24.356 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:24.459 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:24.561 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:24.664 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:24.766 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:24.869 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:24.972 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:25.075 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:25.177 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:25.280 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:25.383 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:25.486 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:25.589 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:25.692 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:25.795 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:25.896 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:25.999 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:26.100 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:26.203 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:26.306 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:26.408 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:26.509 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:26.610 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:26.712 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:26.815 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:26.916 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:27.018 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:27.120 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:27.223 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:27.326 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:27.427 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:27.530 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:27.633 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:27.736 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:27.839 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:27.940 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:28.041 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:28.144 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:28.247 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:28.349 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:28.452 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:28.555 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:28.658 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:28.761 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:28.864 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:28.966 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:29.069 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:29.172 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:29.274 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:29.377 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:29.480 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:29.583 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:29.686 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:29.789 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:29.891 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:29.994 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:30.093 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:30.196 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:30.299 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:30.402 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:30.504 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:30.606 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:30.708 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:30.811 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:30.915 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:31.018 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:31.120 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:31.226 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:31.329 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:31.432 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:31.533 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:31.635 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:31.738 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:31.841 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:31.943 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:32.046 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:32.149 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:32.251 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:32.354 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:32.457 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:32.560 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:32.663 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:32.764 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:32.866 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:32.968 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:33.069 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:33.172 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:33.276 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:33.377 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:33.483 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:33.585 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:33.692 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:33.795 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:33.900 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:34.004 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:34.107 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:34.208 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:34.312 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:34.414 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:34.516 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:34.620 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:34.723 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:34.826 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:34.928 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:35.029 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:35.130 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:35.233 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:35.334 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:35.438 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:35.541 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:35.644 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:35.747 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:35.850 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:35.953 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:36.056 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:36.159 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:36.262 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:36.365 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:36.466 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:36.567 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:36.670 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:36.773 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:36.875 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:36.976 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:37.079 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:37.182 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:37.285 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:37.388 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:37.490 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:37.593 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:37.696 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:37.799 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:37.902 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:38.005 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:38.107 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:38.208 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:38.353 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:38.454 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:38.557 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:38.657 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:38.777 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:38.880 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:38.983 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:39.085 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:39.188 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:39.290 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:39.393 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:39.496 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:39.599 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:39.702 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:39.805 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:39.907 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:40.008 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:40.111 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:40.213 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:40.316 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:40.418 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:40.521 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:40.624 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:40.728 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:40.830 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:40.931 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:41.033 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:41.134 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:41.237 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:41.338 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:41.442 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:41.545 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:41.648 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:41.749 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:41.853 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:41.956 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:42.059 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:42.162 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:42.266 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:42.369 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:42.472 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:42.574 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:42.677 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:42.780 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:42.882 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:42.986 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:43.089 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:43.192 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:43.293 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:43.396 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:43.498 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:43.600 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:43.702 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:43.806 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:43.909 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:44.012 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:44.115 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:44.218 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:44.320 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:44.424 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:44.528 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:44.630 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:44.733 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:44.836 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:44.939 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:45.042 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:45.145 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:45.248 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:45.350 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:45.453 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:45.557 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:45.660 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:45.763 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:45.865 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:45.968 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:46.071 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:46.174 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:46.277 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:46.379 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:46.482 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:46.585 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:46.688 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:46.791 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:46.894 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:46.998 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:47.101 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:47.201 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:47.305 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:47.408 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:47.511 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:47.614 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:47.715 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:47.819 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:47.922 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:48.025 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:48.128 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:48.231 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:48.332 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:48.436 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:48.540 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:48.643 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:48.746 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:48.849 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:48.952 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:49.055 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:49.158 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:49.261 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:49.364 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:49.466 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:49.569 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:49.672 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:49.776 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:49.877 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:49.979 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:50.083 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:50.184 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:50.286 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:50.390 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:50.493 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:50.594 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:50.698 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:50.802 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:50.905 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:51.008 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:51.109 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:51.213 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:51.316 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:51.417 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:51.521 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:51.623 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:51.726 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:51.829 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:51.931 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:52.034 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:52.137 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:52.239 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:52.342 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:52.445 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:52.548 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:52.652 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:52.754 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:52.857 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:52.959 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:53.061 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:53.163 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:53.265 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:53.366 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:53.470 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:53.574 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:53.677 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:53.779 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
03:37:53.881 LDR:3 >> IGNORE: Leader hasn't received replicas from the followers yet.
